,label,message,clean,warning,hate_ratio,classOG
5787,0,"RT ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/2GgLYHm8qC",,This message is clean of hate speech.,0.0,1
5786,0,RT I swear  we in this forever now bitch http://t.co/293YMZDmun,,This message is clean of hate speech.,0.0,1
5785,1,"RT a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a ba",,WARNING: This message may contain some hate speech about a disrespectful and used to describe urban blacks.,0.0,1
5784,0,"RT ""nah go talk to ur bitch since she yo crush n shit"" http://t.co/S1JAGSJW6P",,This message is clean of hate speech.,0.0,1
5783,0,RT u may think im a bitch but as soon as you get to know me u realize that first impressions are right and i am a bitch,,This message is clean of hate speech.,0.0,1
5782,0,"RT Rockin', rollin', swaggin' to the max
My bitch a fashion killa, she be busy poppin' tags",,This message is clean of hate speech.,0.0,1
5781,1,"RT u do realize when you say ""OMG MY EX DOWNGRADED LOL XDDD"" it makes you seem like a creepy little cunt that can't seem to de",,WARNING: This message may contain some hate speech about comparing someone (usually male) to female genitalia.,0.3333333333333333,1
5780,0,RT now let's get onto you .. you slingy dingy ugly salamander lookin bitch I will not waist my time tweeti,,This message is clean of hate speech.,0.0,1
5779,0,RT Unfollow me bitch. I won't cry about it. ,,This message is clean of hate speech.,0.0,1
5778,0,RT  bitch lol,,This message is clean of hate speech.,0.0,1
5777,0,"RT RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks",,This message is clean of hate speech.,0.0,2
5776,0,RT Huh man  http://t.co/cLyaPq2Ret he's gna drown in the pussy for real,,This message is clean of hate speech.,0.0,1
5775,0,RT Lol everyone's a lil bitch,,This message is clean of hate speech.,0.0,1
5774,0,RT Why Tori Amos matters now more than ever http://t.co/YIsiAI6S via @nme,,This message is clean of hate speech.,0.0,2
5773,1,RT hoe,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5772,0,"RT Pulled a dead bird from my garden. 

Grateful to be out of the hot sun, it winked at me with its rotting eye socket.",,This message is clean of hate speech.,0.0,2
5771,1,RT If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?,,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
5770,1,RT Oreo Cheesecake Bars http://t.co/RT27crIqZj,,WARNING: This message may contain some hate speech about a person who is black on the outside and white on the inside.,0.0,2
5769,1,RT Oreo Cheesecake http://t.co/yW299XjzB2,,WARNING: This message may contain some hate speech about a person who is black on the outside and white on the inside.,0.0,2
5768,1,"RT You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a",,WARNING: This message may contain some hate speech about comparing someone (usually male) to female genitalia.,0.16666666666666666,1
5767,2,RT There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,"RT There might be a couple ""originates from pre-civil war us"" pickers on the spurs but they all play unselfish white man basketball.",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
5766,0,"RT if a ""man"" tells you he doesn't eat pussy expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g",,This message is clean of hate speech.,0.0,1
5765,0,RT fake ass bitches bruh LOL ,,This message is clean of hate speech.,0.0,1
5764,1,RT When you listening to a bitch complaining about a nigga that aint even hers. http://t.co/Z09qLImXGE,,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
5763,0,RT tf is a baby goal? bitch u gone have what you gone have. RT Baby goals  http://t.co/bwldJEx8Qg,,This message is clean of hate speech.,0.0,1
5762,0,RT Hate a bitch that run her mouth .,,This message is clean of hate speech.,0.0,1
5761,0,RT rule #8- do pussy ass shit sometimes. like write her love notes. write long paragraphs about how you've never felt this way b,,This message is clean of hate speech.,0.0,1
5760,0,RT is so wise yet so young. Thank you for listening to me bitch ,,This message is clean of hate speech.,0.0,1
5759,2,RT Waka Flaka a lucky retard lol,"RT Waka Flaka a lucky ""disabled person"" lol.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5758,0,"RT If I was stranded on an island and could only bring one thing, I would bring Dora. That bitch has everything in that fu ...",,This message is clean of hate speech.,0.0,1
5757,1,"RT Real friends don't get offended when you call them bitch, hoe or slut. They smile and call you something more offensive..",,"WARNING: This message may contain some hate speech about a promiscuous person, a woman and a human female.",0.0,1
5756,0,RT I feel like eating pussy right fucking now,,This message is clean of hate speech.,0.0,1
5755,0,RT The only D yah bitches should be thirsty for http://t.co/jl7J8xpiIH,,This message is clean of hate speech.,0.0,1
5754,0,"RT Half the bitches that say tfti , wouldn't even go I bet.",,This message is clean of hate speech.,0.0,1
5753,0,RT pussy so good had to save that shit for later  https://t.co/CHjFoqzY6m,,This message is clean of hate speech.,0.0,1
5752,0,RT A female will automatically assume you have hoes if she finds you attractive. ,,This message is clean of hate speech.,0.0,1
5751,0,RT Like I know I can be a bitch sometimes but some people need to know their levels,,This message is clean of hate speech.,0.0,1
5750,0,RT I love pussy ,,This message is clean of hate speech.,0.0,1
5749,1,RT but then there's the yellow writing on the black jerse ...,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
5748,0,RT not surprised stupid bitchFonda #American troops Vietnam,,This message is clean of hate speech.,0.3333333333333333,1
5747,0,RT I see the same hoes,,This message is clean of hate speech.,0.0,1
5746,0,"RT The wicked witch of the east is DONE!!!! NOW, send that vile bitch to Syria http://t.co/kEUI4XetTd",,This message is clean of hate speech.,0.3333333333333333,1
5745,1,RT Ill-advised slant call there.,,WARNING: This message may contain some hate speech about a person of asian origin (chinese.,0.0,2
5744,0,RT I act like ion ee kno dat bitch ,,This message is clean of hate speech.,0.0,1
5743,0,RT These hoes be acting up!,,This message is clean of hate speech.,0.0,1
5742,0,RT trash,,This message is clean of hate speech.,0.0,2
5741,0,RT Messi is trash,,This message is clean of hate speech.,0.0,2
5740,0,RT Yo bitch givin me head while I watch Good Burger.,,This message is clean of hate speech.,0.0,1
5739,0,"RT ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",,This message is clean of hate speech.,0.6666666666666666,0
5738,0,RT Went to both lunches because of your bitch ass  @Trentdamanz,,This message is clean of hate speech.,0.0,1
5737,0,"RT But I ain't mad at her prejudice dad, that's the best damn pussy I ever had!!",,This message is clean of hate speech.,0.0,1
5736,2,RT Goodbye you faggot http://t.co/oJKZjkgVXL,"RT Goodbye you ""homosexual"" http://t.co/oJKZjkgVXL.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5735,0,RT i hate when netflix stop  asks if im still watchin like yes u think i got up  started doin somethin with my life bitch put,,This message is clean of hate speech.,0.0,1
5734,0,RT my hobbies include being a sarcastic bitch and thats it,,This message is clean of hate speech.,0.0,1
5733,0,RT I think pats trying to say his pussy is too bombed....idk,,This message is clean of hate speech.,0.0,1
5732,0,"RT Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov",,This message is clean of hate speech.,0.0,1
5731,0,"RT RT""To these hoes I'm everything""",,This message is clean of hate speech.,0.0,1
5730,1,"RT if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo",,WARNING: This message may contain some hate speech about australian aboriginal person.,0.0,2
5729,0,RT Why Adonnis look like he bout to sell the most ghetto used cars of 2014 ? http://t.co/icjCf6km8V,,This message is clean of hate speech.,0.0,2
5728,1,"RT #15ThingsILove When he wraps his arms around my waist while I'm making dinner, yellow roses, pearls, Anything COACH a ...",,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
5727,1,RT its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
5726,1,"RT Rise+Rhyme #snowpatricksday ON in the AM! Wear your green, dance a jig  sing a lively tune w/ me!
http:",,WARNING: This message may contain some hate speech about a black person.,0.0,2
5725,0,"RT Can you call someone a racist, then call them ""white bitch"" in the same sentence without losing credibility? @Franchein",,This message is clean of hate speech.,0.0,1
5724,0,RT People person so you know lil gabby got hoes ,,This message is clean of hate speech.,0.0,1
5723,0,RT  bitch.... Yall relationship ain't shit but a theory,,This message is clean of hate speech.,0.0,1
5722,0,"RT girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me.",,This message is clean of hate speech.,0.0,1
5721,0,RT You shouldn't bitch about anything until you're in a 21 person group chat,,This message is clean of hate speech.,0.0,1
5720,1,"RT bow down to me bitches, i am your chief http://t.co/35oSsUUwnH",,WARNING: This message may contain some hate speech about a male native american and a human female.,0.0,1
5719,1,"RT girls, don't let a guy treat you like a yellow starburst

u are a pink starburst",,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
5718,0,"RT Me: let's try a 2nd attempt of my first day of work
The cold: haha yeah right I fucked your car and your bitch",,This message is clean of hate speech.,0.3333333333333333,1
5717,0,RT The birds outside my bedroom window have way too much to talk about for first thing in the morning! Mrrrrrrr....,,This message is clean of hate speech.,0.0,2
5716,0,RT shut up bitch lol,,This message is clean of hate speech.,0.0,1
5715,0,RT I don't think I even been in a real relationship...i thought they was real but they were just trash,,This message is clean of hate speech.,0.0,2
5714,0,"RT #13Hours of hell. Obama flat out lied to get reelected. #killery What diff does it make now? 

Karma, it's a bitch! http",,This message is clean of hate speech.,0.0,1
5713,1,RT World Cup 2014 diary: Argentina mock Brazil with twirling towels http://t.co/iJIFh5FVO0 (Photo: Getty) http://t.co/RckP,,WARNING: This message may contain some hate speech about a jewish person (first used in the 1930s).,0.0,2
5712,0,"RT side hoes shall only eat side dishes fo ye are what ye eats
-traprinthions 10:17",,This message is clean of hate speech.,0.3333333333333333,1
5711,0,RT wtf was drake asking us to pull over so he can get my autograph bitch Im scheelp fuck you drake http://t.co/LzL0JlhdvK,,This message is clean of hate speech.,0.0,1
5710,0,RT Im just ready to get engaged so I can meet the new wave of ain't shit bitches outchea. http://t.co/Upie2WpJ0b,,This message is clean of hate speech.,0.0,1
5709,1,"RT Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t",,WARNING: This message may contain some hate speech about an arab and a jewish person (first used in the 1930s).,0.0,2
5708,1,RT Me and are in our yellow submarine rn.. ,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
5707,2,RT nigger,"RT ""black person"".",WARNING: Parts of this message have been censored due to hate speech.,0.6666666666666666,0
5706,0,RT  RT wtf this bitch broke her arm eery time she hit the shit https://t.co/7CtLW9eNjX,,This message is clean of hate speech.,0.0,1
5705,2,RT Jenna's a faggot,"RT Jenna's a ""homosexual"".",WARNING: Parts of this message have been censored due to hate speech.,1.0,0
5704,0,RT being a good citizen picking up trash (: http://t.co/PMFR5eopwO,,This message is clean of hate speech.,0.0,2
5703,0,RT bitches be handin' out neck like free chinese food samples at the mall and go to bed every night wondering why they ain't,,This message is clean of hate speech.,0.0,1
5702,0,RT you're a pussy. You have more cargo shorts in your Avi than fucks I give,,This message is clean of hate speech.,0.0,1
5701,0,"RT The AFC was trash last season, especially the AFC South. Jags could make a playoff push if they have a great draft. Not jo",,This message is clean of hate speech.,0.0,2
5700,1,RT Cleveland nigga I'm fly We switcharoo bitches no lie,,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
5699,1,"RT If she got the Chipotle Plug, Cuff that hoe #TwitterlessAlex @vngelinaa_",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5698,2,RT Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes,"RT Stop forcing ya kids to take these pictures u trying to trap ""black person"" online wit u funky ""woman"".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5697,0,RT Happy Halloween bitches  katiedodds15 #halloween #CLE http://t.co/TwAJtr8eVj,,This message is clean of hate speech.,0.0,1
5696,2,RT I bet there are hella rednecks who just got super pissed at that Coke commercial,"RT I bet there are hella ""southern laborer-class whites"" who just got super pissed at that Coke commercial.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5695,0,RT I'm honestly surprised some of u guys have ever seen a pussy,,This message is clean of hate speech.,0.0,1
5694,0,RT Show me your pussy.,,This message is clean of hate speech.,0.0,1
5693,1,RT Lmao what my nigga just told me hoes these days... They lovin the crew gd,,WARNING: This message may contain some hate speech about a black person and a woman.,0.0,1
5692,2,RT nigguh waldo had chipotle waiting for him at his house lucky soab lol,"RT ""black person"" waldo had chipotle waiting for him at his house lucky soab lol.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5691,0,"RT ""If you ever had an abortion you got cemetery pussy "" omg lmao",,This message is clean of hate speech.,0.3333333333333333,1
5690,0,RT I still ain't got the time for a bitch to be acting iffy ,,This message is clean of hate speech.,0.0,1
5689,0,RT Always a fat bitch in the handicap spot but never a dude in a wheelchair.,,This message is clean of hate speech.,0.0,1
5688,0,RT MT US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,,This message is clean of hate speech.,0.0,2
5687,1,RT egg avi in my mentions with 0 followers pussy bo dont want war .,,WARNING: This message may contain some hate speech about denotes white males who identify with east asian culture and pejorative word for female.,0.0,1
5686,0,RT yaaas bitch yaas u so hot bitch yaaas @WhereYoHussleAt,,This message is clean of hate speech.,0.0,1
5685,0,"RT Sonia never criticises . Kejriwal, who trashes every other leader, never criticises Sonia. Touching. #YoK",,This message is clean of hate speech.,0.0,2
5684,1,"RT *hits blunt*

""If a guy talk to 5 girls is he a hoe or does he have hoes?"" http://t.co/ypwO5rQwLd",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5683,0,RT so yeah is the fucking best and I would really hate living if I didn't know her. My bad bitch appreciation pos,,This message is clean of hate speech.,0.0,1
5682,0,RT Morgan Park kids like to pop fire crackers in the school now,,This message is clean of hate speech.,0.0,2
5681,1,RT #vermontgirlsbelike my hick accent comes out when I get around my family #vermontproblems @THISISVT,,WARNING: This message may contain some hate speech about a rural person.,0.0,2
5680,1,RT All the bitches who called me a hoe in high school got like 2-3 kids now..,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5679,0,RT Emma Watson #TheOscars2014  http://t.co/INeOGli7G9,,This message is clean of hate speech.,0.0,2
5678,0,RT Emma Watson http://t.co/fGKF5aUklo,,This message is clean of hate speech.,0.0,2
5677,0,RT RT if you'd marry Scarlett Johansson http://t.co/KMoJDDIl7h,,This message is clean of hate speech.,0.0,2
5676,0,RT Scarlett Johansson http://t.co/CBaHf9R9XD,,This message is clean of hate speech.,0.0,1
5675,0,RT chicks think that having sex with a guy for months automatically makes him their boyfriend .. bitch did you ask him? ,,This message is clean of hate speech.,0.0,1
5674,0,RT Lmao they all trash before  after ,,This message is clean of hate speech.,0.3333333333333333,2
5673,0,"RT based on my Starbucks drink choices, I admit that I am in fact a basic bitch.",,This message is clean of hate speech.,0.0,1
5672,1,RT Can't wait to eat #metropole and see my friends! Bring on those damn yellow penguins!#ro ...,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,1
5671,0,"RT #FarewellCaptain ""What a way for Derek Jeter to close his Yankee Stadium career.""",,This message is clean of hate speech.,0.0,2
5670,0,RT fuck that. she better laminate my face. RT Youre a grown man and think eating pussy is emasculating?,,This message is clean of hate speech.,0.0,1
5669,0,"RT Things to remember:
Sometimes being a bitch is necessary.
Stick to your guns.
Impromptu solo dance parties are good fo",,This message is clean of hate speech.,0.0,1
5668,0,RT tom ford probably fucking all these hoes he probably would be if he wasn't a homosexual,,This message is clean of hate speech.,0.0,1
5667,2,"RT c is for cunt
u is for ur a cunt
n is for not sure u know this but ur a cunt
t is for turn around bitch; ur a cunt","RT c is for ""comparing someone (usually male) to female genitalia"" u is for ur a ""comparing someone (usually male) to female genitalia"" n is for not sure u know this but ur a ""comparing someone (usually male) to female genitalia"" t is for turn around bitch; ur a ""human female"".",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5666,1,RT All these hoes always talkin shit about there guy. Look bitch if your gonna talk shit to me I'll be happy to smack you in yo,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5665,2,"RT No, you're a nigger, go pick my cotton","RT No, you're a nigger, go pick my cotton.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5664,0,RT you ex bitches need to realize . http://t.co/1upHNo3iIP,,This message is clean of hate speech.,0.0,1
5663,0,RT I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight ,,This message is clean of hate speech.,0.0,1
5662,0,RT you see her nudes? she must have beat her own pussy up RT Salute http://t.co/gxmym20q9L,,This message is clean of hate speech.,0.0,1
5661,0,RT Ead RT Especially after Rita died.. RT Dexter was just as trash as Breaking Bad.,,This message is clean of hate speech.,0.0,1
5660,0,RT I'm not telling you to like Al Green or Otis Redding! Stop missing the point. Just don't call them trash  tell me you,,This message is clean of hate speech.,0.0,2
5659,0,"RT stop fucking calling these legends trash. Cuz the top artists of our generation ""take"" from the legends.",,This message is clean of hate speech.,0.0,1
5658,1,RT he's saying...he doesn't discriminate. he like darkskin hoes he like lightskin hoes he like Asians. as long as they bad.,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5657,1,"RT Don't be sorry hoe, Be Careful",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5656,0,"RT Its 2 things in this world that I aint seen, thats a UFO  a bitch that I need !!",,This message is clean of hate speech.,0.0,1
5655,2,RT Lmaoo nigger is scared  So results are supposed to be out today Lol lol,"RT Lmaoo ""black person"" is scared So results are supposed to be out today Lol lol.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5654,1,"RT I hate when old bitches wear clothes these young hoes be wearing, like stay yo ass in yo age group",,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5653,0,RT I hate when bitches twerk to slow songs !!! ,,This message is clean of hate speech.,0.0,1
5652,0,RT I need some phenomenal head. Like someone who was born and breed to eat pussy. Someone who is an adept when it cums to tong,,This message is clean of hate speech.,0.0,1
5651,0,RT corny ass hoes always got my name in they mouth.,,This message is clean of hate speech.,0.0,1
5650,1,RT get with the winning team hoe ,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5649,0,RT that bitch Lebron counted to like 6 he aint eem give Miami 6 yrs ,,This message is clean of hate speech.,0.0,1
5648,0,RT Why do hoes always want to come bacc when they didn't have to leave in the first place?,,This message is clean of hate speech.,0.0,1
5647,0,"RT Thanks for being black, in darth, and now 17 years old you kinky hentai son of a bitch",,This message is clean of hate speech.,0.3333333333333333,1
5646,8,RT Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.,,This message has been blocked due to hate speech about a black person and a homosexual.,1.0,0
5645,2,RT Some* RT Niggas be so pressed for pussy my bad yes some!,"RT Some* RT ""black person"" be so pressed for ""pejorative word for female"" my bad yes some!.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5644,0,RT My next bitch gotta take me out just because....,,This message is clean of hate speech.,0.0,1
5643,2,RT Niggas talk more than bitches these days...,"RT ""black person"" talk more than ""human female"" these days....",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5642,1,RT Every girl sucks dick. Don't let that bitch fool you.,,WARNING: This message may contain some hate speech about a disrespectful and a human female.,0.0,1
5641,1,"RT If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe.",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5640,1,"RT Also. RT ""I know one ho in particular who loves pointing out that everyone else is a ho. Lol""",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5639,0,RT I always waste my time on irrelevant bitches! ,,This message is clean of hate speech.,0.0,1
5638,0,"RT All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga",,This message is clean of hate speech.,0.0,1
5637,1,"RT ""How I'm a hoe if I only fucked 2 men?"" Bitch cuz they was best friends",,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5636,1,"RT  RT if your girl smoke weed the dopeman slamming your bitch for a G, but that's Relationship Goals to y'a",,WARNING: This message may contain some hate speech about a disrespectful and a human female.,0.0,1
5635,2,"RT  RT wow, she let quite a few niggas beat. equal opportunity pussy","RT RT wow, she let quite a few ""black person"" beat. equal opportunity ""pejorative word for female"".",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5634,0,RT 0 hoes.,,This message is clean of hate speech.,0.0,1
5633,0,RT A woman never cheated unless a man drove her to do it... Men only cheat for new pussy,,This message is clean of hate speech.,0.0,1
5632,0,RT I don't do nothin for no bitch that she wouldn't do for me,,This message is clean of hate speech.,0.3333333333333333,1
5631,0,RT I'm missing a few things I really need in my life: iPhone 6 iOS 8 ps4 some bitches and a new car.,,This message is clean of hate speech.,0.0,1
5630,0,RT If I get 30 or more retweets that's proof I get 0 bitches. Let's settle this once and for all,,This message is clean of hate speech.,0.0,1
5629,1,RT If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along,,WARNING: This message may contain some hate speech about a woman.,0.0,2
5628,1,RT If your friend is a hoe u a hoe too. Birds of a feather flock together,,WARNING: This message may contain some hate speech about in the uk and a woman.,0.0,1
5627,1,"RT If your girl see that another girl likes you, her name is ""this bitch"" until further notice.",,WARNING: This message may contain some hate speech about a disrespectful and a human female.,0.0,1
5626,0,RT Men only cheat for pussy. Women cheat cuz they think they have 2 soulmates,,This message is clean of hate speech.,0.0,1
5625,0,RT RT if no bitches texting u right now,,This message is clean of hate speech.,0.0,1
5624,0,RT RT if u lost all your bitches,,This message is clean of hate speech.,0.0,1
5623,1,RT Stop respecting women who admit to having a hoe phase,,WARNING: This message may contain some hate speech about a woman.,0.3333333333333333,1
5622,1,RT Stop stalkin your girl social media u bitch ass nigga,,"WARNING: This message may contain some hate speech about a disrespectful, a black person and a human female.",1.0,0
5621,0,RT Stop wasting texts on bitches who ain't tryna fuck u,,This message is clean of hate speech.,0.0,1
5620,2,RT U a faggot if u heat up leftover pizza,"RT U a ""homosexual"" if u heat up leftover pizza.",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5619,1,RT U a hoe if you have children and you're still awake,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5618,1,RT Women who need to be put in their place are trash. You are a human not a pet bitch relax,,WARNING: This message may contain some hate speech about a caucasian of low class or limited income and a human female.,0.0,1
5617,4,RT Y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck,,This message has been blocked due to hate speech about a black person and a human female.,0.3333333333333333,1
5616,1,"RT Your girl swear u cheating until u fuck a bitch for real then it's ""OMG how could u?!""",,WARNING: This message may contain some hate speech about a disrespectful and a human female.,0.0,1
5615,0,RT Why are pussy farts so embarrassing ? ,,This message is clean of hate speech.,0.0,1
5614,1,RT Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga ,,"WARNING: This message may contain some hate speech about a disrespectful, a black person and a human female.",0.3333333333333333,1
5613,0,RT you bitches make everything a relationship goal.,,This message is clean of hate speech.,0.0,1
5612,0,RT Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....,,This message is clean of hate speech.,0.0,1
5611,0,RT Females be 14 acting 18 . Turning up like they 21 . Throwing the pussy like they 25 ... But still can't pass Alg,,This message is clean of hate speech.,0.0,1
5610,1,RT Don't wife a hoe  end up like these 2 http://t.co/LXddifeexw,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5609,0,RT Not all black girls are ghetto,,This message is clean of hate speech.,0.0,1
5608,0,RT I gotta curve these hoes before they have a chance to curve me  http://t.co/IHqsWj9VOG,,This message is clean of hate speech.,0.0,1
5607,1,RT Kim K got bitches thinkin being a hoe is a career with health care benefits,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5606,0,RT This was the most racist bitch in the world.. http://t.co/4L0MRpdITf,,This message is clean of hate speech.,0.0,1
5605,0,RT Can I bring another bitch let's have a 3some,,This message is clean of hate speech.,0.0,1
5604,1,RT A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl..,,WARNING: This message may contain some hate speech about a disrespectful and a woman.,0.0,1
5603,0,"RT Girls favorite line  ""go talk to yo hoes"" ",,This message is clean of hate speech.,0.0,1
5602,1,RT I'ma get wifey not cunt who spreads legs for anyone. Settle for nothing but the rarest. Difference better you and me lmao,,WARNING: This message may contain some hate speech about comparing someone (usually male) to female genitalia.,0.0,1
5601,1,RT Touch my swag. Wish you could. RT I LOOK FLY. I LOOK GOOD. RT On my momma.... On my ho,,WARNING: This message may contain some hate speech about a woman.,0.0,2
5600,0,RT retweet for big booty bitches,,This message is clean of hate speech.,0.0,1
5599,0,RT RT Most trash Halloween candy of all time. Don't debate me on this http://t.co/YMQWTSvD0h,,This message is clean of hate speech.,0.0,2
5598,0,RT Bruh I never seen so many ugly bitches in one picture before smh http://t.co/ypGGSf64ea is that Luda,,This message is clean of hate speech.,0.0,1
5597,0,"RT Bruhhhhh, I want some Oreos and milk. ",,This message is clean of hate speech.,0.0,2
5596,1,RT  RT #ThotGoals .. RT I wanna learn how to jigg really good so I can be in the circle.,,WARNING: This message may contain some hate speech about a black person.,0.0,2
5595,0,RT Karmas a bitch ?,,This message is clean of hate speech.,0.0,1
5594,1,"RT For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey.",,WARNING: This message may contain some hate speech about a human female.,0.0,1
5593,0,RT Took this bitch 3 months to put a scarf on smfh http://t.co/wsOzqw8yNT,,This message is clean of hate speech.,0.3333333333333333,1
5592,0,"RT Every time a Black woman says ""oh bitch"", I smile.",,This message is clean of hate speech.,0.0,1
5591,4,"RT Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand..",,This message has been blocked due to hate speech about a black person and a human female.,0.0,1
5590,0,"RT When she comes through with the nudes, but they trash, but she got big titties http://t.co/1weYPG8rEr",,This message is clean of hate speech.,0.3333333333333333,1
5589,0,RT It goes from babe to bitch I love you to I hate you I need you to fuck you youre my everything to you,,This message is clean of hate speech.,0.0,1
5588,0,RT when that one stupid bitch pops up on your timeline... http://t.co/ai00UolEez,,This message is clean of hate speech.,0.0,1
5587,0,"RT Should've lost in Carolina, in Houston  tonight in St. Louis! #Lucky

#Seahawks are complete trash!!",,This message is clean of hate speech.,0.0,2
5586,0,RT 1st RT Show proof I sold pussy for $65. I'll wait.,,This message is clean of hate speech.,0.0,1
5585,4,RT You a faggot if you use Uber because real niggas drive drunk,,This message has been blocked due to hate speech about a black person and a homosexual.,0.3333333333333333,1
5584,0,RT This bitch really happy she got 60k followers from getting kicked out of a moving car by her abusive bf and almost dyi,,This message is clean of hate speech.,0.0,1
5583,0,"RT I hate when people take a picture and be like "" don't mind the background ""  nah bitch imma mind ",,This message is clean of hate speech.,0.0,1
5582,0,RT Ever stay home from school and look at the clock and say yeah those bitches in math right now,,This message is clean of hate speech.,0.0,1
5581,0,RT What I wish I can do every time I day playing flappy birds https://t.co/mWiE7FkBu0 foreall,,This message is clean of hate speech.,0.0,2
5580,0,"RT if she can roll, wife that bitch.",,This message is clean of hate speech.,0.0,1
5579,1,"RT Every females worried about being played,  every nigga worried she a hoe. So nothing but games will b played wit that minds",,WARNING: This message may contain some hate speech about a black person and a woman.,0.0,1
5578,0,RT Dame the type of bitch that go to jail to meet men  http://t.co/ZWtTSb9cc1,,This message is clean of hate speech.,0.0,1
5577,1,RT These bitches don't love nobody  the ho's is for everybody!,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5576,2,RT I wanna watch a nigger made before Christmas,"RT I wanna watch a ""black person"" made before Christmas.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5575,0,RT There's pussy makeup?,,This message is clean of hate speech.,0.0,1
5574,0,"RT #IfWeDate 
Get rid of Your Ex's 


Get rid of Your hoes


We don't Need No interference
",,This message is clean of hate speech.,0.0,1
