,count,hate_speech,offensive_language,neither,class,tweet
21162,3,2,1,0,0,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger"
21167,3,2,1,0,0,Stoni is a fuckin queer...
21188,3,2,1,0,0,Stuck up serious bitches are possibly the worst type of girls. Ever.
21209,3,2,1,0,0,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' 
21210,3,2,1,0,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
21263,3,2,1,0,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age #Spartacus #Rome
21390,3,2,1,0,0,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day 
21393,3,2,1,0,0,That fucking slutty beaner
21419,3,2,1,0,0,That pic is now circulated by Jihadis with a call to kill him.  #Saudi #ISIS #Syria
21437,3,2,0,1,0,That was my faggot rant for the night.
21479,3,2,1,0,0,The #midwest of the US is white trash.
21480,3,2,1,0,0,The #south of the US is white trash.
21482,3,2,1,0,0,"The elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty"
21507,3,2,1,0,0,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.
21538,3,2,1,0,0,The chinks really hunting their food... RT Dog shot with arrow in N.O. East- 
21556,3,2,1,0,0,The fucking Royals bitch! Work!
21577,3,2,1,0,0,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...
21588,3,2,1,0,0,"The nations know who we are, but we rather be real niggers  bad bitches. "
21598,3,2,1,0,0,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
21606,3,2,1,0,0,The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM
21610,3,2,0,1,0,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?
21619,3,2,1,0,0,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now
21652,3,2,1,0,0,Them queer ass shorts Rabchenko got on
21783,3,2,1,0,0,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!
21836,3,2,1,0,0,These niggas retarded... Lmfaoo
21842,3,2,1,0,0,These people are fags.
21883,3,2,1,0,0,They should have never gave a cracker a transmitter!!!!!! will flip when he sees this. 
21884,3,2,1,0,0,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass
21899,3,2,1,0,0,Think it's okay to take my property and break it? Fuck you bitch
22043,3,2,1,0,0,This girl is retarded
22087,3,2,1,0,0,This kid looks like a retard when he tries hiding his phone... so obvious
22107,3,2,1,0,0,This nigga jerry room smell like bad pussy!
22110,3,2,1,0,0,This nigga over here telling me he dont fuck with this bitch . When he do . Or maybe she lying lol
22119,3,2,1,0,0,This niggah know wassup
22123,3,2,0,1,0,This nigglet 
22133,3,2,1,0,0,This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch  bruh get these hoes the fuck outta here
22152,3,2,1,0,0,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed
22155,3,2,1,0,0,This week's RFN segment is in the can. I discuss Idaho being a faggot marriage state just like Washington.
22159,3,2,1,0,0,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you
22169,3,2,0,1,0,Those guys are the definition of white trash
22219,3,2,1,0,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.
22272,3,2,1,0,0,Truth RT Only a faggot would turn down hairy pussy
22296,3,2,0,1,0,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units'  #wtf"
22301,3,2,1,0,0,Twitter is for fags.
22325,3,2,1,0,0,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin "
22331,3,2,1,0,0,U coons can't wait to wear them Oreo J's
22383,6,3,2,1,0,Uncle Tom Hypocrite! 
22412,3,2,1,0,0,Vanessa is such a fuckin faggot.
22458,3,2,1,0,0,Waiting on this wetback sycksyllables 
22462,3,2,1,0,0,Wake up you stoopid dyke @RandyPawlik
22481,3,2,1,0,0,Washing my coon hair
22482,3,2,1,0,0,Wassup wit all these fucc niccas
22487,3,2,1,0,0,Watch out nigger lovers. You day is coming. 
22495,3,2,1,0,0,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.
22523,3,2,1,0,0,We hate you too lil nicca! Lol RT I Hate The Steelers Dawg
22560,3,2,1,0,0,"Well gahdamn. RT Wooooow ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby"
22587,3,2,1,0,0,What a fucking faggot
22593,3,2,1,0,0,What a wetback looks like when he gets caught crossing the border. 
22615,3,2,1,0,0,"What ppl expect, august aslina is a nig from New Orleans"
22624,3,2,1,0,0,"What these bitches want from a nigga?, like on some DMX shit"
22640,3,2,1,0,0,What's so good about Prom? All I see is another faggot ass High School dance.
22645,3,2,1,0,0,What's up faggots bet y'all thought you'd seen the last of me
22647,3,2,1,0,0,What's worse than #Ebola ? The F-ing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
22680,3,2,1,0,0,When a pussy nigga socks you and doesn't knock you out.
22709,6,3,1,2,0,"When it rains it's good ""go to the mall weather"" all the coons be at home"
22801,3,2,1,0,0,White trash have taken over every charity organization in the US.
22812,3,2,1,0,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
22848,3,2,1,0,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
22876,3,2,1,0,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
22921,3,2,1,0,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches
22937,3,2,1,0,0,Wish I coulda said more to tonight. Good seeing you fag. 
22967,3,2,1,0,0,Women who are feminist are the ugly bitches who cant find a man for themselves
23037,3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
23114,3,2,1,0,0,"Yea alright redneck white trash""Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
23175,3,2,1,0,0,Yo bitch ass needs to boss the fuck up.
23184,3,2,1,0,0,Yo bitch on my dick she come to my crib she get passed around no love
23207,3,2,1,0,0,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN"
23208,3,2,1,0,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots WE SEE YOU Shout it out to the RADICAL #IslamNation, #YO"
23217,3,2,1,0,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
23225,3,2,1,0,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
23279,3,2,1,0,0,You can't owe me shit ion trust niccas
23307,3,2,0,1,0,"You fucking fag this is exactly what i am talking about 

women are pigs "
23315,3,2,1,0,0,You got me faggot
23324,3,2,1,0,0,You hate football your a faggot
23357,3,2,1,0,0,You know what fuck you too bitch your such a little hoe! .
23366,3,2,1,0,0,You like them bitch niggas.
23391,3,2,1,0,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt"
23420,3,2,1,0,0,You some type of special faggot if you bring chocolate Swishers to a smoke session.
23421,3,2,0,1,0,You state it gook
23450,3,2,1,0,0,Youre a little bitch RT RT my team got blown out in the Super Bowl
23461,3,2,1,0,0,You're all faggot fuckheads.
23468,3,2,1,0,0,You're just another nigguh.
23486,3,2,1,0,0,Your acting like a spoiled little faggot have fun
23508,3,2,1,0,0,Your retarded.
23510,3,2,1,0,0,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman"
23524,3,2,1,0,0,Zimmerman we comin for yo life bitch. 
23536,3,2,1,0,0,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!
23537,3,2,1,0,0,ahah fucking queer kill urself
23632,9,5,4,0,0,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em"
23651,3,2,1,0,0,bitch you're white stfu with your shitty Spanish
23663,3,2,1,0,0,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur 
23707,3,2,1,0,0,cant trust niggas when it come to bitches
23750,3,2,1,0,0,dem niggas ca have them white hoes.... I love my beautiful black sistas....
23762,3,2,1,0,0,do you think all the rice fags are at McDonald's?
23785,3,2,1,0,0,dumb ugly stupid bullshit ass bitch 
23807,3,2,1,0,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots"
23816,3,2,1,0,0,fat bitches fat bitches heeeey
23840,3,2,1,0,0,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE
23857,3,2,1,0,0,go get left in a hot car and die bitch
23882,3,2,1,0,0,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite
23896,3,2,1,0,0,harm this pussy instead RT missing 26-yr-old USC medical student last seen Tuesday May harm himself 
23922,3,2,1,0,0,hoe ass nigga 
23946,3,2,1,0,0,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
23974,3,2,1,0,0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass."
23981,3,2,1,0,0,i hate hoes.
24090,3,2,1,0,0,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here 
24098,3,2,0,1,0,"it means that im following orders and being subordinate. sue me, ya dyke"
24190,3,2,0,1,0,looking like a hillbilly and not matching is what I do best goodnight losers 
24235,3,2,0,1,0,my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.
24261,3,2,1,0,0,nigga u a cunt where yo fendi clutch
24264,3,2,1,0,0,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up
24313,3,2,1,0,0,omg RT Fat bitch. What's her 
24322,3,2,1,0,0,one day im like harry styles is so hot the next day is who tf is this faggot
24332,3,2,1,0,0,only lesbians get their nips pierced ew
24361,3,2,0,1,0,pure trash 
24388,3,2,0,1,0,redneck in the White House // Moccasin Creek 
24409,3,2,1,0,0,"she pooted Either Young Thug gay, or this bitch pooted "
24429,3,2,1,0,0,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh
24435,3,2,1,0,0,smh RT Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
24454,3,2,0,1,0,someones clearly a stinky ass beaner...
24476,3,2,1,0,0,stupid loose pussyed bitch
24483,3,2,1,0,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.
24487,3,2,1,0,0,"tell the hating niggah 
stfu"
24556,3,2,0,1,0,they shot another monkey lmaooooooooooo
24575,3,2,1,0,0,this guy is the biggest faggot omfg
24684,3,2,1,0,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin."
24750,3,2,1,0,0,you a pussy ass nigga and I know it nigga.
24776,3,2,1,0,0,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK
